,P_Z0_before,P_Z0_after,P_Z1_before,P_Z1_after,P_WH_before,P_WH_after,T_Z0_before,T_Z0_after,T_Z1_before,T_Z1_after,top_icv_status_before,top_icv_status_after,bottom_icv_status_before,bottom_icv_status_after,P_bottom_before,P_bottom_after,T_WH_before,T_WH_after,command_type,failure
27,837.9990237032048,833.294178433262,783.5205050132404,769.3368858202584,223.14731895526563,223.94270855724457,89.06549304196234,87.48698095038469,87.2933870298467,88.02256647977912,True,False,True,True,839.428778952844,832.100707031014,75.3462212027616,74.2308080488917,Close_Top,True
28,789.2065631507921,813.3272593186097,736.4883956219671,733.7644025713271,227.42830991032744,232.18715320252878,88.2238170769196,87.56121060946275,87.59203692630633,88.35801147803357,False,True,True,True,793.00324594125,808.15558894149,71.3749657619584,71.7234886834082,Open_Top,True
29,782.7168932072071,786.550084906942,727.7370003179668,737.9098602696464,229.0551462466182,231.84874197210243,88.65913228649399,88.16274094322976,89.65447118277754,87.5416012202084,True,True,True,False,786.135864186593,721.476674919848,71.9366436895152,68.3514102572481,Close_Bottom,True
30,778.0471022623205,790.9741268197322,730.3979506614645,726.5210481085717,227.98892393845296,223.36595245000177,89.61540429721074,88.4439566840699,89.04079256200636,91.027370784132,True,True,False,False,713.871501734724,791.003513615718,69.5299038398466,73.1213365804988,Open_Bottom,True
31,825.0530548373245,818.7324615247545,755.983744132335,766.8348299224058,225.87297754804456,224.60455592116566,88.4679318483654,88.50910333386066,87.77094557646143,86.21247308626396,True,True,False,True,822.618854579225,821.633548777955,73.6746323658472,73.1706300547831,Open_Bottom,False
32,844.4309031196718,844.7180294074967,784.5572307585422,782.8885343704007,226.31969399272626,233.86465670753032,88.31393603273341,86.95918564534327,86.67736556852634,89.29462228200074,True,True,True,True,844.191157044172,844.210839403231,74.7200114319489,74.8240678393627,No-action,False
33,787.6599426394718,785.7773713866887,717.4745348717589,730.8668990032202,222.28505581663717,225.74966921778002,87.57522548514643,90.39711390005218,89.54561196564511,89.06858250644272,True,True,True,True,785.959224191006,788.950119115007,71.4965742095376,72.9474747756001,No-action,False
34,836.4121589033796,846.6596543939643,772.7389715147553,785.1664394424121,114.71259430590307,111.47350487017528,87.19808658833466,88.3635670239469,89.10264904582223,88.78495317301812,True,True,True,False,830.662193068873,732.465884476713,81.8191986235025,81.0679670237004,Close_Bottom,True
35,790.87241424768,781.7076142792401,721.8089802169442,720.9227806602563,229.13417683096517,225.69283280296068,90.5510583986241,88.51010934238327,90.6374195217918,86.74792335335364,True,True,False,True,707.803315944676,783.271542981146,70.3496644621242,70.3207837942707,Open_Bottom,True
36,798.6440735009045,779.8237027238721,723.4561583348946,719.2017717303428,219.8892735479325,228.9918354430739,86.06687646368357,87.48086866065516,89.37527733642763,87.40895888371476,True,False,True,True,794.895953220108,781.652258677868,71.393682603707,69.7526216796177,Close_Top,True
37,776.5625175049553,788.3431889702085,725.9731090947756,719.136646562919,224.5588477382979,226.0888452862328,89.90621229925783,88.6507394317367,86.34945574734468,89.6471557631618,False,True,True,True,781.27075068099,787.076225021002,70.8414180291769,71.909043570661,Open_Top,False
38,782.888691562582,786.1450824372121,724.1879582684626,721.7863410269531,224.81930314042896,227.73686632926842,88.286350266381,87.60873312284876,88.59700975506087,88.94468041678289,True,False,True,True,785.01234799322,786.555630287653,71.3697409560197,70.9757638689201,Close_Top,True
39,779.0114931061074,778.8724873151973,716.1146761194932,718.3546671589401,201.44009514707366,197.59666823711405,86.42548408284237,89.02540717146022,84.7911323474784,92.32938206761352,False,True,True,True,779.023681765858,779.434047952434,69.87630617356,75.2752896540838,Open_Top,False
40,788.5698647349377,785.0622012488292,727.2443801707034,728.7749675766687,230.62868681406331,222.75254019854907,87.77882486461166,88.16390219146396,89.02716233171539,86.64822766193792,True,True,True,True,789.953347550726,787.748520011247,71.2148736310427,70.7548808454385,Close_Bottom,True
41,791.9269782752774,789.8214445467391,732.1084789059446,739.6238408567581,228.9959020410947,223.4236771895444,88.1467467959804,87.15187322408042,86.19852983767956,87.60601699525563,True,True,True,True,793.583096530812,794.166560721752,70.4401958894512,71.3540485377447,No-action,False
42,841.8022010748044,833.2903654189231,772.5872634849845,773.981863967839,121.16283148494658,116.7324557923191,90.809740311774,87.34406875259387,87.53022671412012,89.80702455343511,True,False,True,True,834.433527948395,762.895227227736,82.5380263042847,76.7292050066015,Close_Top,True
43,839.4261078701516,843.808282006488,784.417972807092,781.5912584102612,117.5820302322614,121.30583825964604,90.87505792975084,88.76411194840264,86.65477926984222,87.05447102206709,False,True,True,True,768.13705547737,838.50041548563,80.5536387876654,81.6039067865641,Open_Top,False
44,832.8563203462146,835.9478922015958,784.734805973362,769.2976300586984,225.08215140624011,228.63158626886053,90.03323093539986,87.93106586571051,89.99491565142523,88.737351142706,True,False,True,True,836.365890312257,784.644375704486,76.9993250021267,69.9090584951248,Close_Top,False
45,840.218123557228,846.0547770965065,770.4194400039871,780.1967421865097,123.76882379131368,115.90147790597491,87.68884827395827,85.54395621703314,89.6448297476423,88.11842055457629,False,True,True,True,769.90465433185,839.38453914507,77.061956031499,80.9726955470441,Open_Top,True
46,788.2134376965607,793.0458493339441,726.0512161430534,725.404136582728,231.36804548373752,225.65611841097933,86.676658650205,87.41869982035108,85.29644885909295,89.80288783602855,True,True,True,True,789.395319381459,792.11579995347,68.7341836346172,71.8263876979917,No-action,False
47,848.9594449578051,854.0220606404098,769.1031530195348,786.2253254156885,224.80527768807212,227.50028622334415,90.56987874123061,87.23029052750321,90.72984807364703,90.1661161000782,True,False,True,True,842.251664709338,799.515686033052,77.5292505867473,70.6342986442385,Close_Top,True
48,792.6339462497436,792.082167684331,729.7757348668245,731.4993468457501,224.11537116055894,224.48918815508446,89.00959600979347,87.7192044229255,86.70985387671332,88.32525850994669,False,True,True,True,747.742663358641,793.316858216695,67.9779005856816,71.6016264072558,Open_Top,False
49,756.0418586708273,753.604493190883,689.525867439404,696.825465001891,202.46139562947954,206.63942730976402,88.75503557304063,86.70852172510419,87.4060834970761,88.90243956186428,True,False,True,True,755.712237668105,756.554063661753,70.3343640472504,69.9975329860477,Close_Top,True
50,792.1846146127295,783.1833446706363,725.8835817920428,716.8089977069574,232.6490344363513,233.01209803747892,87.68355010322256,88.7269269670863,87.82217048124504,91.17446760148222,False,False,True,True,791.990413536784,783.268998634594,70.4774159321379,71.8851511464394,No-action,False
51,792.6688562277571,783.0436088014998,717.9605245649578,722.8273015571243,219.95275031966642,224.09172200982954,89.6144405379358,90.18205783706787,91.470086386143,89.00839003098656,False,True,True,True,789.233267863878,784.648671376009,73.8188537348886,72.5182038392462,Open_Top,True
52,775.9748972611125,772.0960861886672,712.5125862254739,731.5568945172843,221.09294391255688,222.1822132598268,90.57046539631634,88.07599112726705,86.66302430993564,88.65993515233713,True,False,True,True,776.682663104971,730.300861803623,71.1435133907882,65.5417527590768,Close_Top,True
53,779.8833830748774,791.0704808189764,724.2422825605863,720.5756089879209,200.69714610750523,199.7506161810061,89.79776653897478,86.8398076449931,89.67998299506395,89.07637313760124,False,True,True,True,732.973279121977,788.240910147511,69.5989287021379,72.8136693895884,Open_Top,True
54,807.3552855443652,817.0044781494273,750.973937819332,760.9844489993599,266.80930636006013,269.43558935669057,87.08260239805061,87.48577530421402,87.66615171036223,87.39263498622958,True,False,True,True,811.138121296623,776.060067325467,69.1068101872946,64.8037098088612,Close_Top,True
55,837.9833779177704,840.0017245799315,779.9176179157728,784.274026609471,101.50587236354602,92.57124758026623,83.60570997511252,83.229217806903,86.39050240510993,86.08532581957252,False,True,True,True,764.191440112627,835.554893061981,74.3593398519532,80.2900735672075,Open_Top,True
56,764.2448558021086,773.3452899530748,715.5850644011038,716.0155899170837,208.03061296968,211.25350198135283,79.90264119359915,78.96456563922527,81.92098875777492,82.95128376848012,True,True,True,True,769.344983677494,775.723346411582,64.416175396998,64.4932425838755,Close_Bottom,True
57,840.9030970601912,830.1111024453627,777.9006663676854,777.7753514623844,96.4166305367628,95.54374183520201,89.8930001965317,87.65200357874993,86.63368198714451,89.76062196077697,True,False,True,True,834.41478635311,756.572617126529,83.1863018041053,78.1468342570777,Close_Top,True
58,787.6710155132855,780.6068772547837,719.7905165025696,729.5034480751483,227.0002011258676,223.9009894047403,89.88162882350511,87.9499614845933,88.90353553140832,90.74000864904107,False,False,True,True,744.102545779077,737.68763387263,68.2272973384879,65.9805309578833,No-action,False
59,778.064030480966,778.5894251695311,716.8985343068701,715.922406060363,222.9026504110365,224.18947870601667,90.78054737065816,89.2042147236768,91.23631658836312,88.31077127600798,False,True,True,True,735.318632109638,779.60902504178,68.6796552366092,71.2296833459263,Open_Top,False
60,781.3138413648437,788.451480615571,719.6921091237143,734.1712754751555,222.9287778176515,221.93974204359728,86.57772847839227,89.68335071391601,90.44533713340344,88.00492651319112,True,True,True,True,782.542827587096,791.565276369131,71.3586679725396,72.5608173083387,Close_Top,True
61,790.83763008403,796.0228372980044,732.9235938510387,728.3258798244995,224.56796442951517,224.87191993080225,88.55115337675879,85.95636866561607,86.61525036815024,87.50905286586382,True,True,True,False,792.914036288125,712.136904917739,71.1581573709499,68.1046745899285,Close_Bottom,True
62,835.3022978911987,838.360129590688,787.4423162322727,784.961301075609,418.1074130805834,418.29461962934965,86.04337875785238,86.67085228851994,91.00035699043843,88.45768256320486,True,True,False,False,801.91242827175,848.480744882518,58.5944574004984,58.1382978630127,Open_Bottom,True
63,791.1446062161491,788.9386774377656,721.2421993026987,726.8850144191308,224.4123685442084,223.35224449232814,87.27125923549427,88.86094784281997,89.9310424030491,89.30063297227242,True,True,False,False,789.511507507148,789.769665440041,71.6436141510887,72.4287847793496,No-action,False
64,779.7915028553284,783.2807006909374,734.3187315128862,722.1070603564914,226.00481599200856,224.39276990875007,89.15741320829173,86.11773819028667,86.49542820194979,87.41642199461977,True,True,False,True,785.918220656361,784.646157781384,70.8903917293278,69.6890747856852,Open_Bottom,True
65,786.7177653603461,785.5084429089743,722.9358676024652,738.5401689739468,198.4685830883134,205.1790229757781,88.52814689595058,91.08715461975015,91.58942219173574,87.14133591378825,True,True,True,True,786.059604234018,790.097391439668,74.9963958717144,73.9961621181735,No-action,False
66,779.2581816172642,781.5594984142492,732.3591522696295,728.988411588992,227.77864353787973,232.16082821606457,86.61507196624726,88.89387090292796,90.61681571666152,87.79498843305696,True,True,True,False,785.107509570432,714.305821709894,71.8157838505853,67.8528348764273,Close_Bottom,False
67,749.8030916103503,761.7777626360388,699.7211706018295,693.7134700843337,204.15619974308092,208.3572076061828,88.70927059331075,88.04279095637756,88.85250115201087,89.78487871717056,True,True,False,False,684.885986922176,761.022371560284,68.7643950907752,71.0154643531202,Open_Bottom,True
68,847.820049220679,843.3583049254676,780.7252029680208,784.2859264003038,246.30028452214768,245.29577035599945,89.05898208708015,89.21791721409829,88.4843703325236,89.94968757726596,True,True,False,False,846.097342792978,844.18851799069,74.5748173182462,75.4735007649841,No-action,False
69,768.1426288684947,786.5747788055178,731.7486879969676,709.3751570463207,221.46384345640593,222.91767497719283,88.67767008649993,89.3416467540301,89.28993062971594,90.72583132046306,True,True,False,False,776.967444732695,782.636376963937,72.1130216746873,72.5149096894684,No-action,False
70,793.0159780933484,787.1933684000096,738.2218104602927,713.354802354322,223.02650889320196,224.42308521393184,89.30284529749956,87.77164326957534,88.43051776947253,88.44450082423496,True,True,False,False,795.873564040289,784.414287562212,72.8378224411185,70.7150949793934,No-action,False
71,791.1606632798679,792.5877269162912,736.1443851044446,714.892043642471,227.91405183597195,224.7198375620466,89.46721720438738,89.40722432823006,89.24017597969872,89.21548475395713,True,True,False,True,794.222361130971,788.366200281113,72.8328584552823,72.1826398573903,Open_Bottom,False
72,833.5526507249314,834.0811138363406,789.3546294789219,784.5768735628579,413.38359241178335,417.26289397744125,89.11983157793682,89.1470724220076,90.16432710205767,89.67886167371049,True,True,True,False,846.317274842004,798.546110002558,60.9315528162759,56.997876351503,Close_Bottom,True
73,789.1898605819862,777.0808689646308,723.1656451653412,723.9753444864923,224.4832674205778,227.08488157839213,87.1799195583352,88.8646330623429,88.8765354660599,89.86693312974197,True,True,False,False,707.901541658352,709.110963963765,69.0601368016503,69.9138814017696,No-action,False
74,784.1567238578571,786.6356337168298,721.838799001504,732.1977442051981,230.45601031694264,222.72396780785908,87.0098680646056,89.4278302387448,88.74384172744561,87.76684594634294,True,True,False,True,708.23221116759,789.800844551717,68.3333167859425,72.1167544771002,Open_Bottom,False
75,792.7618842978286,789.6249684494687,726.7838669724796,729.3680193419565,217.68981798774834,223.2708443558243,85.66721127060794,88.69413147920203,88.7933923149445,90.26072312787971,True,True,True,True,792.04999762039,790.980295996321,71.1171254908431,72.9755875280452,Close_Bottom,True
76,846.7488446686098,842.4710809310695,782.0818332297956,778.0642680866724,223.8425517075577,225.34034256764608,88.80912603982996,85.10710933944772,86.57003463610106,83.7342719651502,True,True,True,True,844.873480780707,840.91247267852,75.073992216633,71.5077056264999,No-action,False
77,786.971856961828,794.3353625263649,729.110118719026,719.1280121227817,221.57105567220677,224.65683966973828,89.19625290172738,89.71594400679191,88.61331667785355,88.97129131550847,True,True,True,True,789.061586293151,790.865463409596,72.4096951027449,72.4827130578074,Close_Bottom,True
78,784.4884265020072,777.2098281833028,730.6826675502654,722.4770474126705,184.72851443107328,193.99253727115155,86.85858835973032,90.38544222431928,89.75002410591125,88.29073280216286,True,True,True,False,786.32644829867,700.03877465693,74.5825106820535,70.7977162765779,Close_Bottom,True
79,796.5144895123146,798.1455444433909,720.7762122339047,722.7940057537924,226.20535556668491,223.3010352384466,87.90859330048572,88.7061234927161,87.50874984791706,88.75111483226092,True,True,False,False,705.741985501857,707.321880547523,67.3840404812731,68.9984465203843,No-action,False
80,799.5736243278188,792.8323202767689,734.3357777324118,740.345561483728,213.54215547584795,217.6310010648147,91.99579926720271,90.09443327543205,87.49109229299471,88.23090166591552,True,True,False,True,714.317270476572,796.132849338825,69.4463141492084,73.5769409229595,Open_Bottom,False
81,840.7313685359971,844.8235723076498,783.4761607761956,775.1203240869321,230.0104795003733,222.19857453896378,86.24456417750247,87.57364226280585,85.25342305019528,86.83372352836037,True,False,True,True,841.569005804654,790.920450234865,72.6206484560403,70.6807357241149,Close_Top,True
82,782.6252536201717,773.6079983357696,728.4218326062356,722.6179786059347,227.03208828270698,232.1640845578749,90.17228565210807,87.50455371627937,86.78411057091945,86.90613075166878,False,True,True,True,739.902854022777,778.656921630079,68.1061615455005,69.2059986090655,Open_Top,True
83,802.3611207662728,799.6503766484323,735.2814771614189,735.9005398118096,233.11418701020668,222.8601133566944,86.14661262285132,88.61600822683803,89.62604851523545,89.979512987764,True,True,True,False,801.624218575823,717.723881992135,71.2755322264219,71.3169168458443,Close_Bottom,True
84,789.3578340416699,788.3222088059274,731.0374400861882,727.0088576001717,226.65189850071425,229.11782195616485,89.06231072221865,87.67264070482923,90.31911744753424,90.30915096709504,True,True,False,False,714.627211027742,711.401322002224,70.9762745547405,70.444098088102,No-action,False
85,814.6424614877263,804.3393544063955,730.558205868118,729.57954385029,222.39145907614403,225.51822637929826,90.68306089121054,89.12387166047165,86.8580518202387,86.85144478297971,True,True,False,True,713.369420920207,800.739473971987,67.8444978096913,71.9168636478512,Open_Bottom,False
86,415.1311894719104,419.35711721777045,338.43313654675995,356.24794097977656,228.74200152832634,223.88208009908467,88.37336679252692,88.53365407910967,88.42621875391183,90.36444091016847,True,False,True,True,429.507703510382,438.534729057015,4.89772374850037,-19.203010692761,Close_Top,True
87,788.6668262026343,788.2956279628461,729.5507758002524,727.2259522263316,232.66566747271102,223.67628414891757,89.28972983955452,90.14457208648037,89.06938120117599,90.45677735265062,False,True,True,True,745.943841852704,789.448018359871,67.2531862566753,73.6309983038504,Open_Top,False
88,854.8113340995875,848.8540853415207,781.7417137795521,772.05093145806,113.12429944169567,114.3771693752118,87.25419924851055,89.75725952537975,89.24325567548115,88.54237757058613,True,True,True,True,845.552083246985,838.654492452451,82.7627406059328,83.1151281498575,Close_Bottom,True
89,785.4813730508346,793.1756651882404,739.3555789394424,752.766601995763,219.48764042764813,227.41355073792818,87.8366706792823,87.01050438241873,90.0986520850677,88.0995021548943,True,True,True,False,790.961808053517,732.174133223929,73.1867641722394,70.4034860369308,Close_Bottom,True
90,799.2226196086467,795.9815422851482,747.6247277423051,744.3915625215872,233.88049184186517,234.5415684876817,87.10251410848988,87.42343829012181,89.60239922264596,89.23742904011922,True,True,False,False,729.625035004984,726.367865066607,71.0018305901183,70.3281669788745,Open_Bottom,True
91,797.739488666937,786.9124754131394,725.5058085925717,731.2401635708799,236.8319754340913,228.9031995358072,88.99252776284692,88.82745832160266,88.99664315585703,89.52383642942421,True,True,False,True,711.961683887109,789.974156388425,68.3697756519768,72.2489534088268,Open_Bottom,True
92,781.2132059694859,773.619778428383,724.5700168300184,720.674420077369,226.95270745855836,226.6673529394647,89.99103927447786,88.15924846637542,88.81101020487075,88.00148621455102,True,True,True,True,784.082376010909,777.853997700959,72.1081326821534,70.4125239810245,Close_Bottom,True
93,851.854117223226,837.4571518012837,782.4683802136115,786.4954405634177,417.67546279046735,420.8103606486311,84.61633288921746,86.10364132703677,85.17881557765725,86.40016263002643,True,False,True,True,856.337131974827,820.17319963265,55.9762676702417,50.1961126740835,Close_Top,True
94,846.7541006626492,838.6963455528677,778.9032328296787,789.59591181039,224.015275425318,225.48275479911186,87.19466807175802,87.50112630057109,90.93854560864881,88.45516694773616,False,True,True,True,792.841662954191,841.767647884999,70.3231504279581,75.3585511900712,Open_Top,False
95,786.0352958994484,803.4299563753511,731.1344756345101,738.8659532377886,226.1887022354106,230.91534535780187,87.2364785539396,89.13996554763403,87.1274098001967,88.47976329215044,True,False,True,True,789.257052654667,757.933098766124,70.4410663877066,68.4321241420397,Close_Top,False
96,799.4263588985735,780.2293633129931,726.3475462318786,716.6458484227986,200.15731104087573,198.40769775627496,88.02922276394216,87.3558859261968,89.15624208283661,89.14635660000994,False,True,True,True,749.184677374901,779.854136728425,69.3793288559286,72.7362530729874,Open_Top,True
97,785.9963440796471,783.4853478347492,739.3468047227688,725.8261545207456,233.20675177690575,228.82458433250994,86.98967176995406,87.94929282351126,89.94824912552217,87.7989853062604,True,True,True,False,791.911408558163,711.159885058667,71.7235644919779,67.8681844831147,Close_Bottom,False
98,790.083064928783,785.2998251672193,738.0860691737695,725.6023580411594,225.06100435231733,228.50148976486136,85.25764985167163,88.32720091849706,89.74527872877992,87.94490606935167,True,True,False,False,719.336802769667,787.194825433104,71.080871790741,70.92728329983,Open_Bottom,True
99,793.4973683655985,790.7288862395277,722.2790333150238,728.808273631348,223.61722419451272,227.48702273280526,88.00141007646255,87.25507214436604,89.70684284521614,88.63284719554352,True,True,False,False,791.325569256593,791.732225957168,72.0902491597096,71.1365541875281,Open_Bottom,True
100,779.7122863454031,779.0863583396803,720.5372309805514,717.1492765437038,219.33418223350793,226.61646203457983,87.25932691870602,89.1762101473481,87.54521371703545,87.67820121569063,True,True,False,False,781.579719478391,780.416200535296,70.5071614345611,70.7911729102562,No-action,False
101,780.1612701451489,783.7689841415795,727.020174390675,734.8083747157009,225.2890365527924,234.43114405983138,84.95315178562925,88.96972396632448,89.36052795185323,89.2557263993765,True,True,False,True,784.092015175336,789.133478281147,70.2638496580158,71.8269265278234,Open_Bottom,True
102,799.0297030903454,785.5454088605603,738.4224487831082,726.8813896381649,229.72074377939163,225.11701793266562,86.53130197257843,85.70370779655416,85.34671988166635,86.60568264696352,True,False,True,True,800.254867067373,787.63148353037,69.6934287098518,69.3291440863414,Close_Top,True
103,804.2200119395654,821.8539945791368,747.9333654085995,754.3961258294569,265.83594186378184,270.4412177498025,87.25052774767835,88.36002591454401,89.24881956792694,86.84388660668215,False,False,True,True,808.097699727396,821.879738324164,69.8255682403257,69.7143830068489,No-action,False
104,835.3488662896398,826.4773565586003,761.6186609294624,764.6496498401136,219.94357695886586,220.96437802945468,87.69234145037517,89.61506087210932,88.0006413004001,89.33704272409445,False,True,True,True,830.870795785333,826.011975132864,74.3528179025104,75.7424665258657,Open_Top,True
105,838.4449376909452,840.100578951846,781.4079524410638,785.4153161361157,225.51973166153738,220.27982920026406,88.1201957122443,88.43632890073005,90.77648700284247,89.08075560352042,True,True,True,False,839.220648662645,756.836155147226,76.5075289219787,74.306985266166,Close_Bottom,True
106,822.7895811503255,826.3343240096491,762.5089263298738,781.0937896724977,227.43292843408722,223.21355938444862,87.89326518072201,86.59731435474984,89.53119756505929,88.96853774553232,True,True,False,True,739.36676001762,830.826850565291,72.564072570396,74.7340952319764,Open_Bottom,False
